ID,ORF,Metarow,Metacolomn,Sub-Grid Row,Sub-Grid Colomn,description
1228,slr0919,1,2,22,21,
1229,sll0892,1,2,22,22,aspartate 1-decarboxylase
1230,slr0923,1,2,22,23,hypothetical protein
1231,sll0546,1,2,22,24,hypothetical protein
1232,sll1749,1,2,23,1,
1233,slr2033,1,2,23,2,rubredoxin
1234,sll1937,1,2,23,3,ferric uptake regulation protein
1235,slr1911,1,2,23,4,
1236,slr1912,1,2,23,5,
1237,sll1834,1,2,23,6,
1238,sll1702,1,2,23,7,hypothetical protein
1239,slr1811,1,2,23,8,hypothetical protein
1240,slr1814,1,2,23,9,hypothetical protein
1241,sll1694,1,2,23,10,general secretion pathway protein G
1242,slr1739,1,2,23,11,
1243,sll0857,1,2,23,12,
1244,ssr0657,1,2,23,13,
1245,slr0146,1,2,23,14,
1246,slr0150,1,2,23,15,ferredoxin
1247,slr0162,1,2,23,16,general secretion pathway protein F
1248,sll1862,1,2,23,17,
1249,sll0947,1,2,23,18,light repressed protein
1250,sll0479,1,2,23,19,
1251,slr0516,1,2,23,20,hypothetical protein
1252,slr0519,1,2,23,21,
1253,sll0595,1,2,23,22,
1254,sll0584,1,2,23,23,hypothetical protein
1255,ssl0546,1,2,23,24,septum site-determining protein MinE
1256,sll1293,1,2,24,1,
1257,slr1391,1,2,24,2,
1258,sll1584,1,2,24,3,
1259,slr2006,1,2,24,4,
1260,slr2010,1,2,24,5,
1261,ssr3410,1,2,24,6,
1262,slr2111,1,2,24,7,
1263,sll1236,1,2,24,8,
1264,slr1330,1,2,24,9,ATP synthase e subunit
1265,slr0815,1,2,24,10,
1266,slr0821,1,2,24,11,hypothetical protein
1267,sll0802,1,2,24,12,hypothetical protein
1268,sll0328,1,2,24,13,
1269,slr0770,1,2,24,14,
1270,sll0767,1,2,24,15,50S ribosomal protein L20
1271,sll0762,1,2,24,16,
1272,sll0754,1,2,24,17,hypothetical protein
1273,slr0345,1,2,24,18,
1274,sll0670,1,2,24,19,
1275,slr0709,1,2,24,20,hypothetical protein
1276,sll0662,1,2,24,21,
1277,sll0658,1,2,24,22,
1278,slr0022,1,2,24,23,
1279,sll0042,1,2,24,24,methyl-accepting chemotaxis protein II
1280,slr1562,1,2,25,1,glutaredoxin
1281,slr1576,1,2,25,2,
1282,slr0757,1,2,25,3,
1283,sll1543,1,2,25,4,
1284,sll0444,1,2,25,5,
1285,sll0436,1,2,25,6,
1286,sll0886,1,2,25,7,hypothetical protein
1287,slr0896,1,2,25,8,hypothetical protein
1288,slr0898,1,2,25,9,ferredoxin--nitrite reductase
1289,sll0902,1,2,25,10,ornithine carbamoyltransferase chain f
1290,slr0927,1,2,25,11,photosystem II D2 protein
1291,slr0930,1,2,25,12,
1292,slr0364,1,2,25,13,
1293,slr0707,1,2,25,14,DNA polymerase I
1294,sll1202,1,2,25,15,
1295,slr2027,1,2,25,16,
1296,sll1530,1,2,25,17,
1297,sll0192,1,2,25,18,
1298,sll1054,1,2,25,19,hypothetical protein
1299,sll1338,1,2,25,20,
1300,slr1148,1,2,25,21,
1301,slr1236,1,2,25,22,
1302,sll1188,1,2,25,23,
1303,slr1667,1,2,25,24,
1304,sll0576,1,2,26,1,HrEpiB
1305,sll0574,1,2,26,2,integral membrane O-antigen translocator protein
1306,sll0573,1,2,26,3,carbamate kinase
1307,slr0593,1,2,26,4,cAMP protein kinase regulatory chain
1308,slr0594,1,2,26,5,
1309,slr0597,1,2,26,6,phosphoribosyl aminoimidazole carboxy formyl formy
1310,slr1660,1,2,26,7,
1311,slr0585,1,2,26,8,argininosuccinate synthetase
1312,slr0240,1,2,26,9,
1313,sll1658,1,2,26,10,
1314,sll1652,1,2,26,11,
1315,sll1573,1,2,26,12,
1316,sll1249,1,2,26,13,pantothenate synthetase/cytidylate kinase
1317,slr0794,1,2,26,14,cation efflux system protein
1318,slr0502,1,2,26,15,CobW protein
1319,sll0204,1,2,26,16,glucose inhibited division protein A
1320,sll1629,1,2,26,17,DNA photolyase
1321,slr1267,1,2,26,18,rod-shape-determining protein
1322,sll1411,1,2,26,19,
1323,sll0761,1,2,26,20,
1324,slr1513,1,2,26,21,
1325,sll0743,1,2,26,22,hypothetical protein
1326,sll1596,1,2,26,23,
1327,slr1915,1,2,26,24,
1328,slr2096,1,2,27,1,
1329,slr0698,1,2,27,2,
1330,slr1490,1,2,27,3,ferrichrome-iron receptor
1331,sll1660,1,2,27,4,
1332,slr1800,1,2,27,5,
1333,sll1655,1,2,27,6,biotin [acetyl-CoA-carboxylase] ligase
1334,sll1712,1,2,27,7,DNA binding protein HU
1335,slr1852,1,2,27,8,
1336,slr1854,1,2,27,9,
1337,slr1861,1,2,27,10,
1338,sll2006,1,2,27,11,
1339,sll1692,1,2,27,12,hypothetical protein
1340,slr1547,1,2,27,13,
1341,slr0722,1,2,27,14,hypothetical protein
1342,slr0199,1,2,27,15,hypothetical protein
1343,sll1251,1,2,27,16,
1344,sll1595,1,2,27,17,
1345,slr1563,1,2,27,18,hypothetical protein
1346,ssr1604,1,2,27,19,50S ribosomal protein L28
1347,ssl0259,1,2,27,20,
1348,ssl1498,1,2,27,21,
1349,sll0017,1,2,27,22,glutamate-1-semialdehyde 2,1- aminomutase
1350,sll0312,1,2,27,23,oligopeptide transport system permease protein
1351,sll0372,1,2,27,24,
1352,slr1710,1,2,28,1,penicillin-binding protein 1B
1353,sll1077,1,2,28,2,agmatine ureohydrolase
1354,sll1818,1,2,28,3,RNA polymerase alpha subunit
1355,sll1804,1,2,28,4,30S ribosomal protein S3
1356,sll1799,1,2,28,5,50S ribosomal protein L3
1357,slr1207,1,2,28,6,
1358,sll1851,1,2,28,7,
1359,sll1845,1,2,28,8,
1360,ssr3307,1,2,28,9,hypothetical protein
1361,sll0189,1,2,28,10,
1362,sll0901,1,2,28,11,phosphoribosylaminoimidazole carboxylase
1363,ssr1558,1,2,28,12,hypothetical protein
1364,sll1107,1,2,28,13,
1365,sll1252,1,2,28,14,
1366,slr1272,1,2,28,15,
1367,slr0440,1,2,28,16,
1368,sll0034,1,2,28,17,
1369,slr0014,1,2,28,18,Mg2+ transport ATPase
1370,slr0165,1,2,28,19,ATP-dependent Clp protease proteolytic subunit
1371,slr0351,1,2,28,20,
1372,slr0446,1,2,28,21,DNA polymerase III subunit
1373,slr0689,1,2,28,22,
1374,slr0728,1,2,28,23,
1375,slr0900,1,2,28,24,molybdopterin biosynthesis MoeA
1376,slr1840,1,2,29,1,hypothetical protein
1377,slr1842,1,2,29,2,cysteine synthase
1378,sll1717,1,2,29,3,
1379,sll1785,1,2,29,4,
1380,slr1855,1,2,29,5,
1381,slr1860,1,2,29,6,ICFG protein
1382,slr1204,1,2,29,19,serine protease HtrA
1383,slr1254,1,2,29,20,phytoene desaturase
1384,slr1727,1,2,29,21,eukaryotic Na+/H+ exchanger
1385,slr1350,1,2,29,22,fatty acid desaturase
1386,sll0273,1,2,29,23,Na+/H+ exchanger
1387,sll0416,1,2,29,24,60kD chaperonin 2
1388,slr2141,1,2,30,2,
1389,slr2143,1,2,30,3,isopenicillin N epimerase
1390,sll1693,1,2,30,4,hypothetical protein
1391,slr1819,1,2,30,5,hypothetical protein
1392,sll1688,1,2,30,6,threonine synthase
1393,slr1441,1,2,30,19,
1394,sll0517,1,2,30,20,RNA binding protein
1395,sll0897,1,2,30,21,DnaJ protein
1396,sll0936,1,2,30,22,hypothetical protein
1397,slr1535,1,2,30,23,
1398,slr0887,1,2,30,24,
1399,sll1883,1,2,31,1,ornithine acetyltransferase
1400,slr1975,1,2,31,2,renin-binding protein
1401,sll1878,1,2,31,3,ABC transporter
1402,slr1978,1,2,31,4,
1403,slr1980,1,2,31,5,
1404,slr1534,1,2,31,6,
1405,slr1068,1,2,31,19,
1406,slr1135,1,2,31,20,
1407,slr1826,1,2,31,21,
1408,sll1163,1,2,31,22,
1409,slr1999,1,2,31,23,
1410,sll1613,1,2,31,24,
1411,slr0442,1,2,32,1,
1412,slr1935,1,2,32,2,
1413,sll1849,1,2,32,3,
1414,sll1848,1,2,32,4,
1415,slr1940,1,2,32,5,
1416,slr1944,1,2,32,6,
1417,slr0607,1,2,32,19,
1418,sll1659,1,2,32,20,
1419,sll1810,1,2,32,21,50S ribosomal protein L6
1420,slr1356,1,2,32,22,30S ribosomal protein S1
1421,ssl3093,1,2,32,23,phycocyanin associated linker protein
1422,sll1822,1,2,32,24,30S ribosomal protein S9
1423,sll1206,2,1,1,1,ferric aerobactin receptor
1424,sll1204,2,1,1,2,hypothetical protein
1425,sll1408,2,1,1,3,regulatory protein PcrR
1426,sll1406,2,1,1,4,ferrichrome-iron receptor
1427,slr1484,2,1,1,5,
1428,slr1488,2,1,1,6,ABC transporter
1429,sll1319,2,1,1,7,
1430,sll1041,2,1,1,8,ABC transporter
1431,slr1093,2,1,1,9,7, 8-dihydro-6-hydroxymethylpterin-pyrophosphokin
1432,sll1039,2,1,1,10,hypothetical protein
1433,slr1096,2,1,1,11,dihydrolipoamide dehydrogenase
1434,slr1102,2,1,1,12,hypothetical protein
1435,sll0924,2,1,1,13,
1436,slr0976,2,1,1,14,
1437,slr0981,2,1,1,15,
1438,slr0983,2,1,1,16,alpha-D-glucose-1-phosphate cytidylyltransferase
1439,slr0985,2,1,1,17,dTDP-6-deoxy-L-mannose-dehydrogenase
1440,slr1612,2,1,1,18,
1441,sll1283,2,1,1,19,sporulation protein SpoIID
1442,sll1583,2,1,1,20,DNA ligase
1443,sll1581,2,1,1,21,GumB  protein
1444,slr1703,2,1,1,22,seryl-tRNA synthetase
1445,sll1927,2,1,1,23,oligopeptide transport ATP-binding protein OppF
1446,sll1925,2,1,1,24,
1447,slr1501,2,1,2,1,
1448,slr1114,2,1,2,2,
1449,slr1117,2,1,2,3,
1450,slr1118,2,1,2,4,UDP-N-acetyl-D-mannosaminuronic acid transferase
1451,slr1119,2,1,2,5,
1452,sll1059,2,1,2,6,adenylate kinase
1453,slr1773,2,1,2,7,
1454,sll1685,2,1,2,8,heme binding protein precursor
1455,sll1682,2,1,2,9,alanine dehydrogenase
1456,sll1681,2,1,2,10,
1457,sll1679,2,1,2,11,protease HhoA
1458,slr1784,2,1,2,12,biliverdin reductase
1459,slr1072,2,1,2,13,GDP-D-mannose dehydratase
1460,slr1074,2,1,2,14,
1461,slr1077,2,1,2,15,
1462,slr1085,2,1,2,16,
1463,sll1023,2,1,2,17,succinate--CoA ligase
1464,sll1021,2,1,2,18,
1465,sll1916,2,1,2,19,
1466,slr2026,2,1,2,20,dihydropteroate pyrophosphorylase
1467,slr2030,2,1,2,21,
1468,slr1133,2,1,2,22,L-argininosuccinate lyase
1469,slr1136,2,1,2,23,cytochrome c oxidase subunit II
1470,slr1138,2,1,2,24,cytochrome c oxidase subunit III
1471,slr0721,2,1,3,1,malic enzyme
1472,sll0710,2,1,3,2,
1473,sll0708,2,1,3,3,dimethyladenosine transferase
1474,slr0731,2,1,3,4,
1475,sll0703,2,1,3,5,
1476,slr0734,2,1,3,6,
1477,slr1794,2,1,3,7,hypothetical protein
1478,sll1667,2,1,3,8,mitochondrial outer membrane 72K protein
1479,sll1665,2,1,3,9,
1480,sll1663,2,1,3,10,
1481,slr1289,2,1,3,11,isocitrate dehydrogenase (NADP+)
1482,slr1291,2,1,3,12,NADH dehydrogenase subunit 4
1483,slr0682,2,1,3,13,histidinol dehydrogenase
1484,sll0648,2,1,3,14,lipophilic protein
1485,sll0646,2,1,3,15,adenylate cyclase
1486,sll0644,2,1,3,16,esterase
1487,slr0687,2,1,3,17,PleD gene product
1488,sll0640,2,1,3,18,sulfur deprivation response regulator
1489,sll1824,2,1,3,19,
1490,slr1897,2,1,3,20,SrrA
1491,slr1899,2,1,3,21,urease accessory protein F
1492,slr1901,2,1,3,22,ABC transporter
1493,sll1787,2,1,3,23,RNA polymerase beta subunit
1494,sll1123,2,1,3,24,
1495,sll0226,2,1,4,1,hypothetical protein
1496,sll0224,2,1,4,2,
1497,slr0252,2,1,4,3,
1498,slr0254,2,1,4,4,
1499,sll0220,2,1,4,5,L-glutamine:D-fructose-6-P amidotransferase
1500,sll0218,2,1,4,6,
1501,slr1306,2,1,4,7,
1502,sll1186,2,1,4,8,
1503,sll1184,2,1,4,9,heme oxygenase
1504,slr0962,2,1,4,10,
1505,slr0963,2,1,4,11,ferredoxin-sulfite reductase
1506,slr0965,2,1,4,12,DNA polymerase III beta subunit
1507,sll1513,2,1,4,13,c-type cytochrome synthesis protein
1508,sll1511,2,1,4,14,
1509,slr1599,2,1,4,15,
1510,slr1604,2,1,4,16,cell division protein FtsH
1511,slr1608,2,1,4,17,glucose dehydrogenase-B
1512,sll1500,2,1,4,18,
1513,slr1215,2,1,4,19,
1514,sll1747,2,1,4,20,chorismate synthase
1515,sll1738,2,1,4,21,hypothetical protein
1516,slr1830,2,1,4,22,poly(3-hydroxyalkanoate) synthase
1517,sll1733,2,1,4,23,NADH dehydrogenase subunit 4
1518,sll1726,2,1,4,24,
1519,slr1056,2,1,5,1,
1520,sll1005,2,1,5,2,regulatory protein for beta-lactamase
1521,sll1003,2,1,5,3,sensory transduction histidine kinase
1522,sll1001,2,1,5,4,ABC transporter
1523,slr1755,2,1,5,5,NAD+ dependent glycerol-3-phosphate dehydrogenase
1524,slr1760,2,1,5,6,regulatory components of sensory transduction syst
1525,sll1468,2,1,5,7,
1526,sll1466,2,1,5,8,
1527,sll1463,2,1,5,9,cell division protein FtsH
1528,sll1461,2,1,5,10,
1529,slr1549,2,1,5,11,polypeptide deformylase
1530,sll1457,2,1,5,12,RfbJ protein
1531,slr0888,2,1,5,13,
1532,sll0865,2,1,5,14,excinuclease ABC subunit C
1533,sll0862,2,1,5,15,
1534,sll1316,2,1,5,16,plastoquinol--plastocyanin reductase
1535,sll1314,2,1,5,17,C4-dicarboxylase binding protein
1536,slr1407,2,1,5,18,
1537,sll1164,2,1,5,19,
1538,sll1161,2,1,5,20,
1539,slr1245,2,1,5,21,transcriptional regulator
1540,sll1154,2,1,5,22,quinolene resistance protein NorA
1541,slr1249,2,1,5,23,phosphate transport system permease protein PstA
1542,sll1151,2,1,5,24,
1543,slr2032,2,1,6,1,hypothetical protein
1544,slr2034,2,1,6,2,hypothetical protein
1545,slr2037,2,1,6,3,
1546,sll1942,2,1,6,4,
1547,sll1939,2,1,6,5,
1548,slr2043,2,1,6,6,adhesion protein
1549,slr1222,2,1,6,7,
1550,sll1142,2,1,6,8,
1551,slr1225,2,1,6,9,protein kinase PknA
1552,slr1226,2,1,6,10,phosphoribosyl aminoidazole succinocarboxamide syn
1553,slr1228,2,1,6,11,peptide-chain-release factor 3
1554,slr1230,2,1,6,12,
1555,slr1871,2,1,6,13,transcriptional regulator
1556,sll1771,2,1,6,14,hypothetical protein
1557,sll1768,2,1,6,15,oligopeptide transport system permease protein
1558,slr1877,2,1,6,16,5-oxo-1,2,5-tricarboxilic-3-penten acid decarboxi
1559,sll1762,2,1,6,17,
1560,sll1761,2,1,6,18,
1561,sll1909,2,1,6,19,ribosomal protein L11 methyltransferase, PrmA
1562,slr1990,2,1,6,20,
1563,slr1994,2,1,6,21,3-ketoacyl-acyl carrier protein reductase
1564,slr1998,2,1,6,22,
1565,slr2001,2,1,6,23,
1566,slr2003,2,1,6,24,
1567,slr1917,2,1,7,1,
1568,sll1833,2,1,7,2,penicillin-binding protein
1569,sll1830,2,1,7,3,
1570,slr1920,2,1,7,4,
1571,slr1019,2,1,7,5,hypothetical protein
1572,sll0996,2,1,7,6,hypothetical protein
1573,slr1436,2,1,7,7,
1574,sll1362,2,1,7,8,isoleucyl-tRNA synthetase
1575,sll1359,2,1,7,9,
1576,sll1356,2,1,7,10,glycogen phosphorylase
1577,slr1443,2,1,7,11,protein kinase
1578,sll1354,2,1,7,12,single-strand-DNA-specific exonuclease RecJ
1579,slr1807,2,1,7,13,
1580,slr1809,2,1,7,14,
1581,sll1697,2,1,7,15,
1582,sll1696,2,1,7,16,
1583,slr1734,2,1,7,17,OxPPCycle gene
1584,sll1626,2,1,7,18,SOS function regulatory protein
1585,sll1600,2,1,7,19,Mn transporter MntB
1586,sll1598,2,1,7,20,Mn transporter MntC
1587,sll1594,2,1,7,21,rubisco operon transcriptional regulator
1588,slr1728,2,1,7,22,potassium-transporting ATPase A chain
1589,slr1731,2,1,7,23,potassium-transporting ATPase D chain
1590,sll0254,2,1,7,24,
1591,sll0983,2,1,8,1,
1592,slr1039,2,1,8,2,
1593,slr1378,2,1,8,3,
1594,slr1380,2,1,8,4,cytochrome oxidase d subunit II
1595,sll1299,2,1,8,5,acetate kinase
1596,slr1384,2,1,8,6,
1597,sll1273,2,1,8,7,
1598,sll1271,2,1,8,8,
1599,slr1367,2,1,8,9,glycogen phosphorylase
1600,slr1369,2,1,8,10,phosphatidate cytidylyltransferase
1601,sll1267,2,1,8,11,
1602,sll0876,2,1,8,12,Holliday junction DNA helicase RuvA
1603,slr0854,2,1,8,13,deoxyribopyrimidine photolyase
1604,sll0856,2,1,8,14,RNA polymerase sigma-E factor
1605,sll0854,2,1,8,15,
1606,sll0847,2,1,8,16,
1607,slr0862,2,1,8,17,LmbP protein
1608,sll0844,2,1,8,18,hypothetical protein
1609,sll0243,2,1,8,19,
1610,sll0240,2,1,8,20,ABC transporter
1611,slr2079,2,1,8,21,
1612,slr2082,2,1,8,22,cytochrome c oxidase subunit I
1613,slr2084,2,1,8,23,
1614,sll1987,2,1,8,24,catalase hpi
1615,sll1428,2,1,9,1,P3 protein
1616,sll1427,2,1,9,2,protease HhoB
1617,slr1505,2,1,9,3,
1618,sll1423,2,1,9,4,global nitrogen regulator
1619,slr1507,2,1,9,5,
1620,slr1509,2,1,9,6,Na+ -ATPase subunit J
1621,slr1958,2,1,9,7,
1622,sll1899,2,1,9,8,cytochrome c oxidase folding protein
1623,slr1959,2,1,9,9,
1624,slr1963,2,1,9,10,
1625,slr1966,2,1,9,11,
1626,slr1968,2,1,9,12,
1627,sll1085,2,1,9,13,glycerol-3-phosphate dehydrogenase
1628,slr1670,2,1,9,14,
1629,slr1673,2,1,9,15,rRNA methylase
1630,slr1679,2,1,9,16,
1631,sll1563,2,1,9,17,
1632,slr1681,2,1,9,18,
1633,slr0401,2,1,9,19,spermidine/putrescine-binding periplasmic protein
1634,slr0404,2,1,9,20,
1635,sll0355,2,1,9,21,
1636,slr0407,2,1,9,22,hypothetical protein
1637,slr0142,2,1,9,23,
1638,slr0144,2,1,9,24,
1639,slr2108,2,1,10,1,polysialic acid transport ATP-binding protein KpsT
1640,slr2115,2,1,10,2,
1641,slr2119,2,1,10,3,
1642,slr2122,2,1,10,4,
1643,slr2124,2,1,10,5,short-chain alcohol dehydrogenase family
1644,slr2126,2,1,10,6,
1645,slr1984,2,1,10,7,30S ribosomal protein S1
1646,sll1867,2,1,10,8,photosystem II D1 protein
1647,sll1390,2,1,10,9,
1648,sll1387,2,1,10,10,
1649,slr1471,2,1,10,11,inner membrane protein
1650,sll1383,2,1,10,12,extragenic suppressor SuhB
1651,slr0938,2,1,10,13,
1652,sll0915,2,1,10,14,protease
1653,slr0943,2,1,10,15,fructose-bisphosphate aldolase
1654,slr0944,2,1,10,16,hypothetical protein
1655,slr0947,2,1,10,17,regulatory components of sensory transduction syst
1656,sll0913,2,1,10,18,hypothetical protein
1657,slr0161,2,1,10,19,twitching motility protein
1658,sll0135,2,1,10,20,hypothetical protein
1659,slr1924,2,1,10,21,D-alanyl-D-alanine carboxypeptidase
1660,sll1864,2,1,10,22,chloride channel protein
1661,slr1927,2,1,10,23,
1662,slr1929,2,1,10,24,
1663,sll1231,2,1,11,1,Mannosyltransferase B
1664,sll1228,2,1,11,2,sensory transduction histidine kinase
1665,slr1331,2,1,11,3,processing protease
1666,sll1226,2,1,11,4,hydrogenase large subunit
1667,sll1222,2,1,11,5,
1668,sll1220,2,1,11,6,potential NAD-reducing hydrogenase subunit
1669,sll1178,2,1,11,7,nodulation protein
1670,slr1269,2,1,11,8,gamma-glutamyltranspeptidase
1671,slr1277,2,1,11,9,general secretion pathway protein D
1672,sll1173,2,1,11,10,
1673,sll1172,2,1,11,11,threonine synthase
1674,slr1281,2,1,11,12,NADH dehydrogenase subunit I
1675,sll1540,2,1,11,13,dolichyl-phosphate-mannose synthase
1676,slr1624,2,1,11,14,
1677,slr1627,2,1,11,15,hypothetical protein
1678,slr1629,2,1,11,16,hypothetical protein
1679,sll1534,2,1,11,17,hypothetical protein
1680,sll1531,2,1,11,18,
1681,slr0324,2,1,11,19,oligopeptide transport system permease protein
1682,slr0327,2,1,11,20,iron utilization protein
1683,sll0297,2,1,11,21,
1684,sll0295,2,1,11,22,
1685,slr0337,2,1,11,23,
1686,sll0293,2,1,11,24,
1687,sll0810,2,1,12,1,
1688,slr0818,2,1,12,2,
1689,slr0820,2,1,12,3,glucosyltransferase
1690,slr0822,2,1,12,4,cation-transporting ATPase PacL
1691,sll0804,2,1,12,5,
1692,sll1261,2,1,12,6,elongation factor TS
1693,slr1531,2,1,12,7,signal recognition particle protein
1694,sll1434,2,1,12,8,penicillin-binding protein 1B
1695,sll1104,2,1,12,9,glutamine-binding protein
1696,sll1102,2,1,12,10,
1697,sll1095,2,1,12,11,hypothetical protein
1698,slr1160,2,1,12,12,
1699,sll0274,2,1,12,13,
1700,slr0280,2,1,12,14,
1701,sll0267,2,1,12,15,hypothetical protein
1702,sll0265,2,1,12,16,
1703,sll0263,2,1,12,17,
1704,slr0285,2,1,12,18,
1705,sll0160,2,1,12,19,
1706,sll0157,2,1,12,20,
1707,slr0184,2,1,12,21,
1708,slr0186,2,1,12,22,2-isopropylmalate synthase
1709,slr0360,2,1,12,23,
1710,slr0362,2,1,12,24,hypothetical protein
1711,slr0387,2,1,13,2,NifS protein
1712,slr0769,2,1,13,3,hypothetical protein
1713,sll0772,2,1,13,4,
1714,slr0774,2,1,13,5,protein-export membrane protein SecD
1715,slr0776,2,1,13,6,UDP-3-o-[3-hydroxymyristoyl] glucosamine n-acyltra
1716,slr0061,2,1,13,7,
1717,sll0060,2,1,13,8,
1718,slr0065,2,1,13,9,
1719,sll0055,2,1,13,10,processing protease
1720,sll0053,2,1,13,11,biotin carboxylase
1721,slr0070,2,1,13,12,methionyl-tRNA formyltransferase
1722,sll0178,2,1,13,13,
1723,slr0905,2,1,13,15,Mg-protoporphyrin IX monomethyl ester oxidative cy
1724,slr0907,2,1,13,16,
1725,slr0912,2,1,13,17,
1726,slr0914,2,1,13,18,
1727,sll0471,2,1,13,19,
1728,slr0523,2,1,13,20,
1729,sll0467,2,1,13,21,queuosine biosynthesis protein QueA
1730,sll0596,2,1,13,22,
1731,sll0593,2,1,13,23,glucokinase
1732,slr0616,2,1,13,24,hypothetical protein
1733,slr0344,2,1,14,1,mannosyl transferase
1734,sll0322,2,1,14,2,transcriptional regulatory protein HypF
1735,slr0347,2,1,14,3,
1736,sll0319,2,1,14,4,
1737,sll0314,2,1,14,5,
1738,slr0355,2,1,14,6,
1739,slr0495,2,1,14,7,lipopeptide antibiotics iturin a biosynthesis prot
1740,sll0691,2,1,14,8,
1741,sll0687,2,1,14,9,
1742,sll0684,2,1,14,10,phosphate transport ATP-binding protein PstB
1743,sll0682,2,1,14,11,phosphate transport system permease protein PstA
1744,sll0680,2,1,14,12,phosphate-binding periplasmic protein precursor (P
1745,sll0545,2,1,14,13,hypothetical protein
1746,slr0574,2,1,14,14,cytochrome P450
1747,sll0542,2,1,14,15,acetyl-coenzyme A synthetase
1748,sll0540,2,1,14,16,hypothetical protein
1749,slr0583,2,1,14,17,hypothetical protein
1750,slr0827,2,1,14,18,alanine racemase
1751,slr0104,2,1,14,19,hypothetical protein
1752,slr0105,2,1,14,20,
1753,sll0100,2,1,14,21,N-acyl-L-amino acid amidohydrolase
1754,sll0098,2,1,14,22,hypothetical protein
1755,sll0096,2,1,14,23,
1756,sll0094,2,1,14,24,
1757,slr0008,2,1,15,1,carboxyl-terminal processing protease
1758,slr0017,2,1,15,2,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1759,slr0019,2,1,15,3,
1760,sll0006,2,1,15,4,aspartate aminotransferase
1761,slr0020,2,1,15,5,DNA recombinase
1762,sll0002,2,1,15,6,penicillin-binding protein 1A
1763,slr0640,2,1,15,7,sensory transduction histidine kinase
1764,slr0643,2,1,15,8,
1765,sll0603,2,1,15,9,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxyl
1766,slr0645,2,1,15,10,
1767,slr0649,2,1,15,11,methionyl-tRNA synthetase
1768,sll0398,2,1,15,12,dGTP triphosphohydrolase
1769,slr0842,2,1,15,13,hypothetical protein
1770,slr0844,2,1,15,14,NADH dehydrogenase subunit 5
1771,sll0823,2,1,15,15,succinate dehydrogenase iron-sulfur protein
1772,slr0848,2,1,15,16,hypothetical protein
1773,slr0073,2,1,15,17,chemotaxis protein CheA
1774,slr0075,2,1,15,18,ABC transporter subunit
1775,slr0301,2,1,15,19,phosphoenolpyruvate synthase
1776,slr0303,2,1,15,20,
1777,slr0305,2,1,15,21,hypothetical protein
1778,sll0284,2,1,15,22,
1779,slr0309,2,1,15,23,P-methylase
1780,sll0281,2,1,15,24,
1781,slr0232,2,1,16,1,hypothetical protein
1782,sll0415,2,1,16,2,ABC transporter
1783,slr0431,2,1,16,3,
1784,sll0409,2,1,16,4,
1785,slr0434,2,1,16,5,elongation factor P
1786,sll0405,2,1,16,6,
1787,slr0421,2,1,16,7,
1788,slr0423,2,1,16,8,rare lipoprotein A
1789,sll0373,2,1,16,9,gamma-glutamyl phosphate reductase
1790,sll0370,2,1,16,10,carbamoyl-phosphate synthase, pyrimidine-specific,
1791,slr0191,2,1,16,11,amidase enhancer
1792,slr0195,2,1,16,12,
1793,slr0090,2,1,16,13,4-hydroxyphenylpyruvic acid dioxgenase (HPD)
1794,slr0092,2,1,16,14,hypothetical protein
1795,slr0498,2,1,16,15,
1796,sll0488,2,1,16,16,
1797,sll0484,2,1,16,17,ABC transporter
1798,slr0505,2,1,16,18,
1799,slr0789,2,1,16,19,
1800,sll0797,2,1,16,20,regulatory components of sensory transduction syst
1801,slr0795,2,1,16,21,
1802,sll0794,2,1,16,22,mercuric resistance operon regulatory protein/prec
1803,slr0798,2,1,16,23,cadmium-transporting ATPase
1804,sll0788,2,1,16,24,
1805,sll0676,2,1,17,1,
1806,sll0671,2,1,17,2,magnesium and cobalt transport protein
1807,slr0710,2,1,17,4,glutamate dehydrogenase (NADP+)
1808,sll0659,2,1,17,5,
1809,slr0765,2,1,17,6,
1810,slr1426,2,1,17,7,recombination protein
1811,slr1428,2,1,17,8,
1812,slr1429,2,1,17,9,
1813,sll1333,2,1,17,10,
1814,sll1330,2,1,17,11,transcriptional regulatory protein
1815,slr1451,2,1,17,12,
1816,sll1542,2,1,17,13,
1817,slr0449,2,1,17,14,DNR protein
1818,sll0448,2,1,17,15,
1819,sll0445,2,1,17,17,
1820,slr0451,2,1,17,18,antiviral protein
1821,ssl2789,2,1,17,19,resolvase
1822,ssr2549,2,1,17,20,
1823,ssr3570,2,1,17,21,
1824,ssr2201,2,1,17,22,
1825,ssl2420,2,1,17,23,
1826,ssl1520,2,1,17,24,
1827,slr0032,2,1,18,1,branched-chain amino acid aminotransferase
1828,sll0036,2,1,18,2,hypothetical protein
1829,sll0033,2,1,18,3,
1830,slr0039,2,1,18,4,
1831,slr0040,2,1,18,5,nitrate transport 45kD protein
1832,slr0042,2,1,18,6,
1833,slr0652,2,1,18,7,phosphorybosilformimino-5-amino- phosphorybosil-4-
1834,slr0653,2,1,18,8,RNA polymerase sigma factor
1835,slr0655,2,1,18,9,
1836,slr0657,2,1,18,10,aspartate kinase
1837,slr0659,2,1,18,11,oligopeptidase A
1838,sll0626,2,1,18,12,LIM17 protein
1839,slr1183,2,1,18,13,
